"#%s. ","#%s. "
"This is format of subject field of Zoho Tasks that corresponding with comments when Credit Memo was added comment.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Tasks that corresponding with comments when Credit Memo was added comment.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Tasks that corresponding with Order's Comments.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Tasks that corresponding with Order's Comments.<br/>Default is: <b>\"%s\"</b>."
"This is format of zoho account name field. <b>{{company}}</b> is value of default billing company or primary company. If these values is empty, <b>{{company}}</b> will be customer <b>{{fullname}}</b> (firstname + \" \" + lastname). <b>{{customer_id}}</b> will be id of customer.<br/><b>Attention:</b> Zoho system disallow two accounts have the same account name, so, when there are two customers have the same account name, both of those customers will be linked with the same zoho account. To avoid this case, zoho account name should be combined between {{company}} with {{customer_id}}.<br/>In case we don't use zoho lead, we can use parameter <b>{{fullname}}</b> instead of <b>{{company}}</b>. Default format is <b>{{company}} (#{{customer_id}})</b>.","This is format of zoho account name field. <b>{{company}}</b> is value of default billing company or primary company. If these values is empty, <b>{{company}}</b> will be customer <b>{{fullname}}</b> (firstname + \" \" + lastname). <b>{{customer_id}}</b> will be id of customer.<br/><b>Attention:</b> Zoho system disallow two accounts have the same account name, so, when there are two customers have the same account name, both of those customers will be linked with the same zoho account. To avoid this case, zoho account name should be combined between {{company}} with {{customer_id}}.<br/>In case we don't use zoho lead, we can use parameter <b>{{fullname}}</b> instead of <b>{{company}}</b>. Default format is <b>{{company}} (#{{customer_id}})</b>."
"This is format of zoho account name field for magento customers that who placed orders as guests. <b>{{fullname}}</b> is guest firstname + \" \" + lastname. <b>{{order_increment_id}}</b> will be increment id of placed order. <b>{{company}}</b> is guest company, however, let be careful, commonly company is not required field.<br/><b>Attention:</b> Zoho CRM system disallow two accounts have the same account name, so, when there are two customers have the same account name, both of those customers will be linked with the same zoho account. To avoid this case, zoho account name should be combined between {{fullname}} with {{order_increment_id}}. Besides this, to distinguish with accounts of registered customers, account name should be had a special word that is <b>Guest</b>, default format is <b>{{fullname}} (Guest #{{order_increment_id}})</b> or create a Zoho field is <b>\"Is Guest\"</b> and setup default value of this field is <b>True</b>, after that map <b>Account Attribute \"Is Guest\"</b> with this Zoho field. \"Is Guest\" of registered customers is always <b>\"False\"</b>.","This is format of zoho account name field for magento customers that who placed orders as guests. <b>{{fullname}}</b> is guest firstname + \" \" + lastname. <b>{{order_increment_id}}</b> will be increment id of placed order. <b>{{company}}</b> is guest company, however, let be careful, commonly company is not required field.<br/><b>Attention:</b> Zoho CRM system disallow two accounts have the same account name, so, when there are two customers have the same account name, both of those customers will be linked with the same zoho account. To avoid this case, zoho account name should be combined between {{fullname}} with {{order_increment_id}}. Besides this, to distinguish with accounts of registered customers, account name should be had a special word that is <b>Guest</b>, default format is <b>{{fullname}} (Guest #{{order_increment_id}})</b> or create a Zoho field is <b>\"Is Guest\"</b> and setup default value of this field is <b>True</b>, after that map <b>Account Attribute \"Is Guest\"</b> with this Zoho field. \"Is Guest\" of registered customers is always <b>\"False\"</b>."
"This is format of zoho product name field. In this format, we can use the parameters: <b>{{productname}}</b> is name of product, <b>{{product_sku}}</b> is SKU of product and <b>{{product_id}}</b> is id of product. <br/><b>Attention:</b> Zoho system doesn't allow two products have the same product name, so, when there are two products have the same product name, both of those products will be linked with the same zoho product. To avoid this case, zoho product name should be combined between {{productname}} with {{product_sku}} or {{product_id}}. You can configure prefix name to distinguish products between your stores. <br/>Default format is <b>{{productname}} - {{product_sku}}</b>.","This is format of zoho product name field. In this format, we can use the parameters: <b>{{productname}}</b> is name of product, <b>{{product_sku}}</b> is SKU of product and <b>{{product_id}}</b> is id of product. <br/><b>Attention:</b> Zoho system doesn't allow two products have the same product name, so, when there are two products have the same product name, both of those products will be linked with the same zoho product. To avoid this case, zoho product name should be combined between {{productname}} with {{product_sku}} or {{product_id}}. You can configure prefix name to distinguish products between your stores. <br/>Default format is <b>{{productname}} - {{product_sku}}</b>."
"This value will be used as product attribute set when zoho admin create product on Zoho but he do not choose product attribute set.","This value will be used as product attribute set when zoho admin create product on Zoho but he do not choose product attribute set."
"This value will be used as product type when zoho admin create product on Zoho but he do not choose product type.","This value will be used as product type when zoho admin create product on Zoho but he do not choose product type."
"Throw an error when inserting data but there was existed account that has same email or has contact that has the same email","Throw an error when inserting data but there was existed account that has same email or has contact that has the same email"
"Throw an error when inserting data but there was existed records that has same key field value","Throw an error when inserting data but there was existed records that has same key field value"
"time","time"
"Times Used","Times Used"
"Track importing new records and refreshing data information from Zoho CRM in Cronjob.","Track importing new records and refreshing data information from Zoho CRM in Cronjob."
"Tracking Number Assigned","Tracking Number Assigned"
"Truncate Logs","Truncate Logs"
"To Date","To Date"
"To Id","To Id"
"to index","to index"
"To Lastest Id","To Lastest Id"
"Total Due","Total Due"
"Total of %d account(s) were successfully activated.","Total of %d account(s) were successfully activated."
"Total of %d account(s) were successfully de-activated.","Total of %d account(s) were successfully de-activated."
"Total of %d account(s) were successfully deleted.","Total of %d account(s) were successfully deleted."
"Total of %d address(es) have been added to queue successfully.","Total of %d address(es) have been added to queue successfully."
"Total of %d address(es) have been reset zoho id successfully.","Total of %d address(es) have been reset zoho id successfully."
"Total of %d catalog price rule(s) have been added to queue successfully.","Total of %d catalog price rule(s) have been added to queue successfully."
"Total of %d catalog price rule(s) have been reset zoho id successfully.","Total of %d catalog price rule(s) have been reset zoho id successfully."
"Total of %d currency(ies) were successfully activated.","Total of %d currency(ies) were successfully activated."
"Total of %d currency(ies) were successfully de-activated.","Total of %d currency(ies) were successfully de-activated."
"Total of %d currency(ies) were successfully deleted.","Total of %d currency(ies) were successfully deleted."
"Total of %d customer(s) have been added to queue successfully.","Total of %d customer(s) have been added to queue successfully."
"Total of %d customer(s) have been reset zoho id successfully.","Total of %d customer(s) have been reset zoho id successfully."
"Total of %d invoice(s) have been reset zoho id successfully.","Total of %d invoice(s) have been reset zoho id successfully."
"Total of %d log(s) were successfully deleted.","Total of %d log(s) were successfully deleted."
"Total of %d mapping(s) were successfully activated.","Total of %d mapping(s) were successfully activated."
"Total of %d mapping(s) were successfully de-activated.","Total of %d mapping(s) were successfully de-activated."
"Total of %d mapping(s) were successfully deleted.","Total of %d mapping(s) were successfully deleted."
"Total of %d order(s) have been added to queue successfully.","Total of %d order(s) have been added to queue successfully."
"Total of %d order(s) have been reset events & tasks id successfully.","Total of %d order(s) have been reset events & tasks id successfully."
"Total of %d order(s) have been reset zoho id successfully.","Total of %d order(s) have been reset zoho id successfully."
"Total of %d payment attribute(s) were successfully changed to status \"Is Additional\".","Total of %d payment attribute(s) were successfully changed to status \"Is Additional\"."
"Total of %d payment attribute(s) were successfully changed to status \"Is Not Additional\".","Total of %d payment attribute(s) were successfully changed to status \"Is Not Additional\"."
"Total of %d payment attribute(s) were successfully deleted.","Total of %d payment attribute(s) were successfully deleted."
"Total of %d product(s) have been added to queue successfully.","Total of %d product(s) have been added to queue successfully."
"Total of %d product(s) have been reset zoho id successfully.","Total of %d product(s) have been reset zoho id successfully."
"Total of %d queue item(s) were successfully deleted.","Total of %d queue item(s) were successfully deleted."
"Total of %d queue item(s) were successfully setted pending.","Total of %d queue item(s) were successfully setted pending."
"Total of %d queue item(s) were successfully stopped.","Total of %d queue item(s) were successfully stopped."
"Total of %d quote(s) have been added to queue successfully.","Total of %d quote(s) have been added to queue successfully."
"Total of %d shopping cart price rule(s) have been added to queue successfully.","Total of %d shopping cart price rule(s) have been added to queue successfully."
"Total of %d shopping cart price rule(s) have been reset zoho id successfully.","Total of %d shopping cart price rule(s) have been reset zoho id successfully."
"Total of %d subscriber(s) have been added to queue successfully.","Total of %d subscriber(s) have been added to queue successfully."
"Total of %d subscriber(s) have been reset zoho id successfully.","Total of %d subscriber(s) have been reset zoho id successfully."
"Total Paid","Total Paid"
"Total Refunded","Total Refunded"
"Total Revenue","Total Revenue"
"Truncate Data","Truncate Data"
"Type","Type"
"Type Data is Un-recognizable","Type Data is Un-recognizable"
"Unable connecting, maybe there was some errors.","Unable connecting, maybe there was some errors."
"Unsuccessfully","Unsuccessfully"
"Update Attribute ID #%s","Update Attribute ID #%s"
"Update default value for zoho field \"%s\" successfully.","Update default value for zoho field \"%s\" successfully."
"Update field","Update field"
"Update Mapping Attribute ID #%s","Update Mapping Attribute ID #%s"
"Update Mapping Currency #%s","Update Mapping Currency #%s"
"Update Related Records","Update Related Records"
"Update the same zoho crm account when inserting data but there was existed account that has same email or has contact that has the same email","Update the same zoho crm account when inserting data but there was existed account that has same email or has contact that has the same email"
"Update the same record when inserting data but there was existed records that has same key field value","Update the same record when inserting data but there was existed records that has same key field value"
"Update Zoho User Account ID #%s","Update Zoho User Account ID #%s"
"Use Auto Generation","Use Auto Generation"
"Use Config Backorders","Use Config Backorders"
"Use Config Enable Qty Increments","Use Config Enable Qty Increments"
"Use Config Manage Stock","Use Config Manage Stock"
"Use Config Maximum Qty Allowed in Shopping Cart","Use Config Maximum Qty Allowed in Shopping Cart"
"Use Config Minimum Qty Allowed in Shopping Cart","Use Config Minimum Qty Allowed in Shopping Cart"
"Use Config Minimum Qty to Become Out of Stock","Use Config Minimum Qty to Become Out of Stock"
"Use Config Notify for Quantity Below","Use Config Notify for Quantity Below"
"Use Config Qty Increments","Use Config Qty Increments"
"Use Coupon","Use Coupon"
"Use for edit data from Zoho CRM.","Use for edit data from Zoho CRM."
"Use Zoho Campaign","Use Zoho Campaign"
"Use Zoho Event","Use Zoho Event"
"Use Zoho Invoice","Use Zoho Invoice"
"Use Zoho Lead","Use Zoho Lead"
"Use Zoho Potential","Use Zoho Potential"
"Use Zoho Product","Use Zoho Product"
"Use Zoho Quote","Use Zoho Quote"
"Use Zoho SalesOrder","Use Zoho SalesOrder"
"Use Zoho Task","Use Zoho Task"
"User \"%s\" is not existed","User \"%s\" is not existed"
"User <b>%s</b> removed this item from queue at <b>%s</b>.","User <b>%s</b> removed this item from queue at <b>%s</b>."
"User <b>%s</b> re-putted this item into queue at <b>%s</b>.","User <b>%s</b> re-putted this item into queue at <b>%s</b>."
"User Account","User Account"
"User Guide","User Guide"
"User Name","User Name"
"Uses per Coupon","Uses per Coupon"
"Uses per Customer","Uses per Customer"
"Using","Using"
"Using Default","Using Default"
"View","View"
"View Details","View Details"
"Website","Website"
"Websites","Websites"
"When catalog price rules are deleted","When catalog price rules are deleted"
"When customer's addresses are deleted","When customer's addresses are deleted"
"When customers are deleted","When customers are deleted"
"When import Customers from Zoho Accounts","When import Customers from Zoho Accounts"
"When import Customers from Zoho Leads","When import Customers from Zoho Leads"
"When products are deleted","When products are deleted"
"When shopping cart price rules are deleted","When shopping cart price rules are deleted"
"When subscribers are deleted","When subscribers are deleted"
"When there is a customer is created new, module will map this customer with existed zoho account that has the same email or account has contact that has the same email.<br/><b>Notice that:</b> This feature allows merging customers of other magento websites into only one zoho crm account, however, all data of customer sales attributes will be not able to merge and calculate correctly between all customers.","When there is a customer is created new, module will map this customer with existed zoho account that has the same email or account has contact that has the same email.<br/><b>Notice that:</b> This feature allows merging customers of other magento websites into only one zoho crm account, however, all data of customer sales attributes will be not able to merge and calculate correctly between all customers."
"With quote of Guest, we must synchronize order first.","With quote of Guest, we must synchronize order first."
"With the automatic setting Product Active is False, this value will be set automatically each time the deleted products were synchronized in to zohocrm. Beside this, this setting will be also key main for recognize the deleted products to skip creating new each time the deleted products are synchronized from zohocrm into store.","With the automatic setting Product Active is False, this value will be set automatically each time the deleted products were synchronized in to zohocrm. Beside this, this setting will be also key main for recognize the deleted products to skip creating new each time the deleted products are synchronized from zohocrm into store."
"XML","XML"
"Yes","Yes"
"You crossed your license limit","You crossed your license limit"
"Zoho Account","Zoho Account"
"Zoho Account has key field is <b>Account Name</b>.","Zoho Account has key field is <b>Account Name</b>."
"Zoho Account Settings","Zoho Account Settings"
"Zoho Account Settings have been saved successfully.","Zoho Account Settings have been saved successfully."
"Zoho Campaign has key field is <b>Campaign Name</b>.","Zoho Campaign has key field is <b>Campaign Name</b>."
"Zoho Campaign Settings","Zoho Campaign Settings"
"Zoho Campaign Status when Shopping Cart Price Rule's Status is","Zoho Campaign Status when Shopping Cart Price Rule's Status is"
"Zoho Campaign's Contacts Manager","Zoho Campaign's Contacts Manager"
"Zoho Campaign Status when Catalog Price Rule's Status is","Zoho Campaign Status when Catalog Price Rule's Status is"
"Zoho Contact has key field is <b>Email</b>.","Zoho Contact has key field is <b>Email</b>."
"Zoho Contact Settings","Zoho Contact Settings"
"Zoho Contact Settings have been saved successfully.","Zoho Contact Settings have been saved successfully."
"Zoho Currency Code","Zoho Currency Code"
"Zoho Currency Name","Zoho Currency Name"
"Zoho Event has key field is <b>Subject</b>.","Zoho Event has key field is <b>Subject</b>."
"Zoho Event Settings","Zoho Event Settings"
"Zoho Event Settings have been saved successfully.","Zoho Event Settings have been saved successfully."
"Zoho events & tasks id of order(s) has been reset unsuccessfully: You have no permission do this.","Zoho events & tasks id of order(s) has been reset unsuccessfully: You have no permission do this."
"Zoho Field","Zoho Field"
"Zoho Fields","Zoho Fields"
"Zoho Id","Zoho Id"
"Zoho id of address(es) has been reset unsuccessfully: You have no permission do this.","Zoho id of address(es) has been reset unsuccessfully: You have no permission do this."
"Zoho id of catalog price rule(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of catalog price rule(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of customer(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of customer(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of invoice(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of invoice(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of order(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of order(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of product(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of product(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of quote(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of quote(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of shopping cart price rule(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of shopping cart price rule(s) has been reset unsuccessfully: You have no permission do this."
"Zoho id of subscriber(s) has been reset unsuccessfully: You have no permission do this.","Zoho id of subscriber(s) has been reset unsuccessfully: You have no permission do this."
"Zoho ids of all addresses have been reset successfully.","Zoho ids of all addresses have been reset successfully."
"Zoho ids of all addresses have been reset unsuccessfully: You have no permission do this.","Zoho ids of all addresses have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all catalog price rules have been reset successfully.","Zoho ids of all catalog price rules have been reset successfully."
"Zoho ids of all catalog price rules have been reset unsuccessfully: You have no permission do this.","Zoho ids of all catalog price rules have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all customers have been reset successfully.","Zoho ids of all customers have been reset successfully."
"Zoho ids of all customers have been reset unsuccessfully: You have no permission do this.","Zoho ids of all customers have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all events have been reset successfully.","Zoho ids of all events have been reset successfully."
"Zoho ids of all events have been reset unsuccessfully: You have no permission do this.","Zoho ids of all events have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all invoices have been reset successfully.","Zoho ids of all invoices have been reset successfully."
"Zoho ids of all invoices have been reset unsuccessfully: You have no permission do this.","Zoho ids of all invoices have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all orders have been reset successfully.","Zoho ids of all orders have been reset successfully."
"Zoho ids of all orders have been reset unsuccessfully: You have no permission do this.","Zoho ids of all orders have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all products have been reset successfully.","Zoho ids of all products have been reset successfully."
"Zoho ids of all products have been reset unsuccessfully: You have no permission do this.","Zoho ids of all products have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all quotes have been reset successfully.","Zoho ids of all quotes have been reset successfully."
"Zoho ids of all quotes have been reset unsuccessfully: You have no permission do this.","Zoho ids of all quotes have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all shopping cart price rules have been reset successfully.","Zoho ids of all shopping cart price rules have been reset successfully."
"Zoho ids of all shopping cart price rules have been reset unsuccessfully: You have no permission do this.","Zoho ids of all shopping cart price rules have been reset unsuccessfully: You have no permission do this."
"Zoho ids of all subscribers have been reset successfully.","Zoho ids of all subscribers have been reset successfully."
"Zoho ids of all subscribers have been reset unsuccessfully: You have no permission do this.","Zoho ids of all subscribers have been reset unsuccessfully: You have no permission do this."
"Zoho ids of order's events have been reset successfully.","Zoho ids of order's events have been reset successfully."
"Zoho ids of order's events has been reset unsuccessfully: You have no permission do this.","Zoho ids of order's events has been reset unsuccessfully: You have no permission do this."
"Zoho Invoice has key field is <b>Invoice Name</b>.","Zoho Invoice has key field is <b>Invoice Name</b>."
"Zoho Invoice Settings","Zoho Invoice Settings"
"Zoho Lead has key field is <b>Email</b>.","Zoho Lead has key field is <b>Email</b>."
"Zoho Lead Settings","Zoho Lead Settings"
"Zoho Lead Settings have been saved successfully.","Zoho Lead Settings have been saved successfully."
"Zoho Potential has key field is <b>Potential Name</b>.","Zoho Potential has key field is <b>Potential Name</b>."
"Zoho Potential Settings","Zoho Potential Settings"
"Zoho Product has key field is <b>Product Name</b>.","Zoho Product has key field is <b>Product Name</b>."
"Zoho Product Settings","Zoho Product Settings"
"Zoho Product Settings have been saved successfully.","Zoho Product Settings have been saved successfully."
"Zoho Quote has key field is <b>Quote Name</b>.","Zoho Quote has key field is <b>Quote Name</b>."
"Zoho Quote Settings","Zoho Quote Settings"
"Zoho Quote Settings have been saved successfully.","Zoho Quote Settings have been saved successfully."
"Zoho SalesOrder has key field is <b>SalesOrder Name</b>.","Zoho SalesOrder has key field is <b>SalesOrder Name</b>."
"Zoho SalesOrder Settings","Zoho SalesOrder Settings"
"Zoho Task has key field is <b>Subject</b>.","Zoho Task has key field is <b>Subject</b>."
"Zoho Task Settings","Zoho Task Settings"
"Zoho Task Settings have been saved successfully.","Zoho Task Settings have been saved successfully."
"Zoho Task Status when Credit Memo's Status is","Zoho Task Status when Credit Memo's Status is"
"Zoho Task Status when Invoice's Status is","Zoho Task Status when Invoice's Status is"
"Zoho Task Status when Order's Status is","Zoho Task Status when Order's Status is"
"Zoho Type","Zoho Type"
"Zoho user account \"%s\" has been created successfully.","Zoho user account \"%s\" has been created successfully."
"Zoho user account \"%s\" has been saved successfully.","Zoho user account \"%s\" has been saved successfully."
"Zoho User Account \"%s\" is inactive, let configure other account.","Zoho User Account \"%s\" is inactive, let configure other account."
"Zoho user account was successfully deleted.","Zoho user account was successfully deleted."
"Zoho User \"%s\" is not existed","Zoho User \"%s\" is not existed"
"Zoho User Password","Zoho User Password"
"Zoho Users","Zoho Users"
"ZohoCRM API Limited Event","ZohoCRM API Limited Event"
"ZohoCRM Response","ZohoCRM Response"
"ZohoCRM Free","ZohoCRM Free"
"ZohoCRM Free extension couldn't post data to Zoho CRM.","ZohoCRM Free extension couldn't post data to Zoho CRM."
"ZohoCRM Free Edition >> Dashboard","ZohoCRM Free Edition >> Dashboard"
"ZohoCRM Free: Admin Notification After Cron Done","ZohoCRM Free: Admin Notification After Cron Done"
"ZohoCRM Free: Admin Notification When Zoho User License Limited","ZohoCRM Free: Admin Notification When Zoho User License Limited"
"ZohoCRM User Accounts","ZohoCRM User Accounts"
